Fonction de similarite\Seuil;0.55;0.6;0.65;0.7;0.75;0.8;0.85;0.9;0.95;1.0
levenshtein_similarity;119.89;107.69;104.97;124.18;132.79;109.0;109.47;111.24;124.52;109.92
jaro;84.36;95.55;97.56;106.44;100.66;120.75;105.05;166.21;161.53;159.75
NGrams_similarity;3327.45;1711.41;1329.94;28978.65;1491.19;1438.05;1407.54;1410.96;1435.64;1411.85
jaccard_similarity;545.36;546.34;545.72;561.44;544.64;545.04;541.49;547.94;544.73;551.41
monge_elkan_symmetric;1264.45;1293.51;1270.69;1666.43;1245.45;1324.36;1307.88;1418.91;1310.45;1323.08
